example_id,pdb_id,assembly_id,deposition_date,resolution,num_polymer_pn_units,n_prot,cluster,is_inter_molecule,pn_unit_1_iid,pn_unit_2_iid,stable_key,stable_hash,transform_ok,transform_error,evaluation_status
"{['pdb', 'interfaces']}{9hsp}{1}{['A_2', 'B_2']}",9hsp,1,2024-12-19,2.09,2,1,c6e0837fb0a+9OI,True,A_2,B_2,9hsp|1|A_2|B_2,6d80916a8bc8be5ab7fdd0c35cbae97ad796881ef2aca22c2dc9ff00842a5c09,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hu9}{1}{['A_1', 'F_1']}",9hu9,1,2024-12-21,2.4,4,1,4b1d82a91ae+CIT,True,A_1,F_1,9hu9|1|A_1|F_1,6e4083890b20283a7e14407fa1ff24f07a99b4a5d5a8457e8109d39ea642069c,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsj}{1}{['A_1', 'C_1']}",9hsj,1,2024-12-19,1.76,2,1,c6e0837fb0a+A1IWV,True,A_1,C_1,9hsj|1|A_1|C_1,6f1f2d46851759bac56ec1e4a63db1be2e2ed03c34cd68c6d5daf6dcbf94dfc8,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsp}{1}{['A_1', 'B_1']}",9hsp,1,2024-12-19,2.09,2,1,c6e0837fb0a+9OI,True,A_1,B_1,9hsp|1|A_1|B_1,6f2844758bc1c0dc37c07a822517ad8d1f02ae4214ec4b552dcb0c691fc0af9a,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hs0}{1}{['A_3', 'C_3']}",9hs0,1,2024-12-18,1.3,3,1,b2b5a1004cf+CU,True,A_3,C_3,9hs0|1|A_3|C_3,6f43b6b37b0bf316ce21dc47b3e7c9a70b1ddff36ee89b281deecc54e5470082,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l3c}{1}{['A_1', 'L_1']}",9l3c,1,2024-12-18,2.23,2,1,44966d25721+OCA,True,A_1,L_1,9l3c|1|A_1|L_1,6f44696f5179a50a695053f98b060c6a0089b59ac658ce4dbfe1363dc4f3ab5a,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mm0}{1}{['B_1', 'E_1']}",9mm0,1,2024-12-19,2.19,4,1,219b8757b84+HCA,True,B_1,E_1,9mm0|1|B_1|E_1,6fc10e0caca11becefa2c17d6b3b341515127ca83239d80fb6667f5ff33cc019,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mly}{1}{['C_1', 'J_1']}",9mly,1,2024-12-19,2.33,4,1,2274cb1776e+ICS,True,C_1,J_1,9mly|1|C_1|J_1,7013fb96d5418c4759302392aabb0899558ef05dd96e0a918fcb1293b713b124,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mm2}{1}{['A_1', 'D_1']}",9mm2,1,2024-12-19,1.33,1,1,5659667ca40+MG,True,A_1,D_1,9mm2|1|A_1|D_1,70332a77fcef382114cf245bc3b62fbc539636647fec3e1803cd7d442a466c36,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l2x}{1}{['A_1', 'D_1']}",9l2x,1,2024-12-17,1.14,1,1,af43c6bf11b+CO2,True,A_1,D_1,9l2x|1|A_1|D_1,70acdaae48ec6a220ce7f9d85dc48f514ab543c7fdfd1863925c096977721226,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mly}{1}{['C_1', 'D_1']}",9mly,1,2024-12-19,2.33,4,2,2274cb1776e+219b8757b84,True,C_1,D_1,9mly|1|C_1|D_1,70beb8434335fb4cf54b72a32e439e016eb0d4dfe0979df96b960602451a5845,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mp9}{1}{['A_1', 'B_1']}",9mp9,1,2024-12-30,1.9,1,1,71855bdbc1b+NDG,True,A_1,B_1,9mp9|1|A_1|B_1,71d4e3ca5e0bf4ed75b2f919679c1c2528e38acdf2e8731b990b7f9eb4f8b460,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mlz}{1}{['A_1', 'B_1']}",9mlz,1,2024-12-19,2.19,4,2,2274cb1776e+219b8757b84,True,A_1,B_1,9mlz|1|A_1|B_1,7478312ed079fe043e26ef105e07f7671e52c9c062006c71737cee187106f71a,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l32}{1}{['A_1', 'B_1']}",9l32,1,2024-12-17,1.2,1,1,af43c6bf11b+ZN,True,A_1,B_1,9l32|1|A_1|B_1,74e6eda37bbc7055c6a6e3d2efa3b3920fdfa477fdb17cafc31ca5c3446920f8,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l6z}{1}{['A_1', 'C_1']}",9l6z,1,2024-12-25,1.8,2,1,a35d9fcd8e2+NA,True,A_1,C_1,9l6z|1|A_1|C_1,751b133decdbb423fcb9d84b6783b7b4640315e0748356b4e2554fac8af124ca,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hs0}{1}{['A_1', 'A_2']}",9hs0,1,2024-12-18,1.3,3,2,b2b5a1004cf+b2b5a1004cf,True,A_1,A_2,9hs0|1|A_1|A_2,752d2cd9b2abf36a9e0f9f34d7fb55db3a36161ef29a9dea00b93fb8ee1237aa,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mp7}{1}{['A_1', 'E_1']}",9mp7,1,2024-12-30,2.15,1,1,71855bdbc1b+CL,True,A_1,E_1,9mp7|1|A_1|E_1,75814488c04dbbe6380f8a805f5c1b6f9c944a2850a48fbf33586702628f86e6,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l3c}{1}{['A_1', 'D_1']}",9l3c,1,2024-12-18,2.23,2,1,44966d25721+OCA,True,A_1,D_1,9l3c|1|A_1|D_1,783515566cda8c02c31ac78f5f2abf836e13e6c7d5c5f3ba227c7a9d162e6f47,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mp7}{1}{['A_1', 'C_1']}",9mp7,1,2024-12-30,2.15,1,1,71855bdbc1b+CL,True,A_1,C_1,9mp7|1|A_1|C_1,78701ec6f432658de5a7056dd8bff2f068e36873e763f7165b89b3894fce628b,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsk}{1}{['A_1', 'A_2']}",9hsk,1,2024-12-19,2.15,2,2,c6e0837fb0a+c6e0837fb0a,True,A_1,A_2,9hsk|1|A_1|A_2,79cfb61414c80c19632c98c3f1e624f7d9262c7d239db1ef5a23b62c98a25ac3,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l3o}{1}{['A_1', 'Q_1']}",9l3o,1,2024-12-19,2.0,1,1,79e20c5e2c0+BGC,True,A_1,Q_1,9l3o|1|A_1|Q_1,7a804b3fde1784fea0aee42f8590e5e74a4d956f6cf14d9db281933dde12af41,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mlz}{1}{['D_1', 'L_1']}",9mlz,1,2024-12-19,2.19,4,1,219b8757b84+CLF,True,D_1,L_1,9mlz|1|D_1|L_1,7aff673edf10051f8cfa50c3d26adabf3890b428aa85363936f3e5df4dabdd13,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsv}{1}{['A_1', 'B_1']}",9hsv,1,2024-12-19,1.68,2,1,c6e0837fb0a+IRU,True,A_1,B_1,9hsv|1|A_1|B_1,7b71b38f3b609dc1b0ceb83d4b678a0e02a454ef91ef478670eca9778b41b83b,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l33}{1}{['A_1', 'B_1']}",9l33,1,2024-12-17,1.35,1,1,af43c6bf11b+ZN,True,A_1,B_1,9l33|1|A_1|B_1,7b8a51ccbeab5f4c69529961f0be821d4e6818b83f61cea2de04d2236fe9521b,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9ht4}{1}{['A_1', 'C_1']}",9ht4,1,2024-12-19,1.75,1,1,480f277013d+SIN,True,A_1,C_1,9ht4|1|A_1|C_1,7c3135f56a06e13e5247d81e0c3157db1531e1644ee5e641669a302224b178f8,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsb}{1}{['A_2', 'B_2']}",9hsb,1,2024-12-19,1.81,2,1,c6e0837fb0a+A1IWR,True,A_2,B_2,9hsb|1|A_2|B_2,7c6e44faef93dae54315f66b753c169ea265d3a637a8395628496dee57c6c6dc,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mp3}{1}{['A_1', 'F_1']}",9mp3,1,2024-12-30,1.3,1,1,71855bdbc1b+NA,True,A_1,F_1,9mp3|1|A_1|F_1,7c94c452e28e482696fe8b4d10990746f6684dd5f38a6f005011d2f0a86c49a1,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsx}{1}{['A_1', 'A_2']}",9hsx,1,2024-12-19,2.23,2,2,c6e0837fb0a+c6e0837fb0a,True,A_1,A_2,9hsx|1|A_1|A_2,7d8946e7a3de8af5dc76e6b88353fee514c1bd43696c405fce31ec62d2d8d3ef,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mp8}{1}{['A_1', 'E_1']}",9mp8,1,2024-12-30,1.83,1,1,71855bdbc1b+CL,True,A_1,E_1,9mp8|1|A_1|E_1,7d8da5f7c1e603bbfc386c8c64423b96da9e0d1a3899255dac79ddb70f84565c,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l2n}{1}{['B_1', 'I_1']}",9l2n,1,2024-12-17,1.7,2,1,37675c227ed+CA,True,B_1,I_1,9l2n|1|B_1|I_1,7e002b976eed2733411af5756ba8fc64f786da2cd72295ec00aad7976d9a0756,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l3o}{2}{['B_1', 'X_1']}",9l3o,2,2024-12-19,2.0,1,1,79e20c5e2c0+BGC,True,B_1,X_1,9l3o|2|B_1|X_1,7e43d3f0c1464c8d09ab485f192cdd377f444983a3e4b65c97d72e79b7f7bac3,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hrt}{1}{['A_1', 'C_1']}",9hrt,1,2024-12-18,2.3,2,1,4dd5614ae9a+A1IXH,True,A_1,C_1,9hrt|1|A_1|C_1,7e5479e77a75f8c470f07152bffa9419c48f9fb7d9811b9bf1eca094ae8d28b8,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsy}{1}{['A_1', 'B_1']}",9hsy,1,2024-12-19,2.1,2,1,c6e0837fb0a+BYZ,True,A_1,B_1,9hsy|1|A_1|B_1,7e931a6aeaa8fec3c99a4f40365f34c8d158d362d027ed3c843f28b885518f63,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mp9}{1}{['A_1', 'D_1']}",9mp9,1,2024-12-30,1.9,1,1,71855bdbc1b+CL,True,A_1,D_1,9mp9|1|A_1|D_1,7eafc6fe893c82c67fd7f82f668ea04784d556cd2e612b27400a3f1939b074b2,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mp5}{1}{['A_1', 'D_1']}",9mp5,1,2024-12-30,1.97,1,1,71855bdbc1b+CL,True,A_1,D_1,9mp5|1|A_1|D_1,7ecf3419ea559f6bef2e99914d08369e4e422d19d36ce95a2582bc761059eda5,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l3c}{1}{['A_1', 'G_1']}",9l3c,1,2024-12-18,2.23,2,1,44966d25721+PPI,True,A_1,G_1,9l3c|1|A_1|G_1,7feec2e6fbb19ebfa90aa4d828a628bc3b4ee773bb8cd8425ff83d15cceb6fa6,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsr}{1}{['A_1', 'B_1']}",9hsr,1,2024-12-19,2.42,2,1,c6e0837fb0a+XFV,True,A_1,B_1,9hsr|1|A_1|B_1,8087944419328a148b735453990f85dc438b71e186c5492a50f32f9b251d390b,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9ml8}{3}{['C_1', 'J_1']}",9ml8,3,2024-12-18,2.4,3,2,6cf7c775a8d+2a1ecf73689,True,C_1,J_1,9ml8|3|C_1|J_1,80e0666796a6f6156d806ba251a2e2c16613a1c3a1a6a8b8ea28fa942d1f5142,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hst}{1}{['A_2', 'B_2']}",9hst,1,2024-12-19,2.39,2,1,c6e0837fb0a+XJJ,True,A_2,B_2,9hst|1|A_2|B_2,81332bc24066074cbb5f158a23dc68291240286f27a367e8b0e3ca9ae33b7847,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mm1}{1}{['A_1', 'K_1']}",9mm1,1,2024-12-19,2.08,4,1,2274cb1776e+FE,True,A_1,K_1,9mm1|1|A_1|K_1,81721f0657d2606f0b0aba009c82459b94629482978479aca861354bfe8d980d,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mp7}{1}{['A_1', 'B_1']}",9mp7,1,2024-12-30,2.15,1,1,71855bdbc1b+NDG,True,A_1,B_1,9mp7|1|A_1|B_1,839e8e00dd794d9ada6e885be4402a04a6efd7d65ac45fc90bb3bfdb0a98bb7a,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l31}{1}{['A_1', 'B_1']}",9l31,1,2024-12-17,1.2,1,1,af43c6bf11b+ZN,True,A_1,B_1,9l31|1|A_1|B_1,840dcacb618ef4865a20bfcc9c48da3166e487f1f509a5c5fffeeb6d61be852d,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l2y}{1}{['A_1', 'B_1']}",9l2y,1,2024-12-17,1.2,1,1,af43c6bf11b+ZN,True,A_1,B_1,9l2y|1|A_1|B_1,8485e177e86eb983e45d8f9d5e4abe9224ccee6e078208470c31cc8534b8fd56,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsn}{1}{['A_1', 'C_1']}",9hsn,1,2024-12-19,2.09,2,1,c6e0837fb0a+9L6,True,A_1,C_1,9hsn|1|A_1|C_1,848cdd32b4e214dff8b633d1d829d600a347bf41966f1425ceb29da74d2fd2de,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l3c}{1}{['B_1', 'W_1']}",9l3c,1,2024-12-18,2.23,2,1,44966d25721+11A,True,B_1,W_1,9l3c|1|B_1|W_1,850b607c3893d047125eaeb718eff849f2600814d43f9af3fe3a8e5894b411e5,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsn}{1}{['A_1', 'B_1']}",9hsn,1,2024-12-19,2.09,2,1,c6e0837fb0a+BME,True,A_1,B_1,9hsn|1|A_1|B_1,85f6b03bfed384ee0c9230de48b592a475b87bae4b50e527933aa1b7216c92dc,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mm0}{1}{['C_1', 'J_1']}",9mm0,1,2024-12-19,2.19,4,1,2274cb1776e+ICS,True,C_1,J_1,9mm0|1|C_1|J_1,86514e6b3002f14e4241ae13e1a5b5e4616fe86c0f40cff31893c77ccb1aeba8,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hvj}{1}{['A_1', 'B_1']}",9hvj,1,2024-12-29,1.46,1,1,4bfeb145771+URA,True,A_1,B_1,9hvj|1|A_1|B_1,868dcf59351b61e0d062aba58ebecc5c58204e7872d218f9f5e2a63750fab1c1,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mp5}{1}{['A_1', 'C_1']}",9mp5,1,2024-12-30,1.97,1,1,71855bdbc1b+CL,True,A_1,C_1,9mp5|1|A_1|C_1,87874ae3ff7346246948e626b78467401993f6557f15410242c06ba022195440,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9ml8}{4}{['D_1', 'K_1']}",9ml8,4,2024-12-18,2.4,3,2,6cf7c775a8d+feb6bee15c4,True,D_1,K_1,9ml8|4|D_1|K_1,88987a3c0df22d459800c50141bc644f1eefc3b7a979005eaf42242d6ff4e7fa,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsk}{1}{['A_2', 'B_2']}",9hsk,1,2024-12-19,2.15,2,1,c6e0837fb0a+T5Y,True,A_2,B_2,9hsk|1|A_2|B_2,8932ff12b20cd86c899582f44201afa605d0959d83ea680113a0bc87829f284c,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mmi}{2}{['C_1', 'T_1']}",9mmi,2,2024-12-20,1.75,2,1,e36ae843c7b+MG,True,C_1,T_1,9mmi|2|C_1|T_1,89dac5f3978a74eb3bb63e27d7ad5b91d727f7908295247ba66c95900c5cbe98,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsj}{1}{['A_1', 'A_2']}",9hsj,1,2024-12-19,1.76,2,2,c6e0837fb0a+c6e0837fb0a,True,A_1,A_2,9hsj|1|A_1|A_2,8b248683e92b929ed6d2ddd2c22c0ab2a487b24f538eff791c9868656d482972,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hss}{1}{['A_2', 'B_2']}",9hss,1,2024-12-19,1.78,2,1,c6e0837fb0a+9OX,True,A_2,B_2,9hss|1|A_2|B_2,8b9ea5709d20d5d948bbf1c04064a27c09ca2b216415a5a5c70752bd3312fcfd,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9htx}{1}{['B_1', 'C_1']}",9htx,1,2024-12-20,2.0,4,2,4b1d82a91ae+4b1d82a91ae,True,B_1,C_1,9htx|1|B_1|C_1,8c4c1367b5cd669a1407e45198ed50c92a8124a565374a07817450215e13d71e,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hu9}{1}{['B_1', 'C_1']}",9hu9,1,2024-12-21,2.4,4,2,4b1d82a91ae+4b1d82a91ae,True,B_1,C_1,9hu9|1|B_1|C_1,8d809b41ac05b8d51ce4411566e123dcb0b5736ae2456f0310a9307df08f1888,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsd}{1}{['A_1', 'A_2']}",9hsd,1,2024-12-19,2.18,2,2,c6e0837fb0a+c6e0837fb0a,True,A_1,A_2,9hsd|1|A_1|A_2,8df22a39d017bfda4ccb921435034179d08d89764ce130c15a61b4ea6d19a056,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hs0}{1}{['A_1', 'C_2']}",9hs0,1,2024-12-18,1.3,3,1,b2b5a1004cf+CU,True,A_1,C_2,9hs0|1|A_1|C_2,8e89c7ea834178143442efd999929d0c9c92b6032376d2dfc8505d50d541df59,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l30}{1}{['A_1', 'B_1']}",9l30,1,2024-12-17,1.2,1,1,af43c6bf11b+ZN,True,A_1,B_1,9l30|1|A_1|B_1,8ec13378a150b99fd88c1e7cb07709411aa2efe7e0aa84a2f9ba8fd6ec8eacec,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l8r}{1}{['A_2', 'D_2']}",9l8r,1,2024-12-28,2.19,2,1,1ea2a0d8983+MG,True,A_2,D_2,9l8r|1|A_2|D_2,8f5ec3bd4010a943b72ce654698bad0ecf1e22097ebd793f7eafa9bd97ece3e4,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l3t}{1}{['A_1', 'C_1']}",9l3t,1,2024-12-19,2.36,2,1,c196a41d5ab+AYR,True,A_1,C_1,9l3t|1|A_1|C_1,9071182f0e7432a7762a942cf946762560c2bdfe8c67a90c42cb5e3180295f56,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsv}{1}{['A_2', 'D_2']}",9hsv,1,2024-12-19,1.68,2,1,c6e0837fb0a+IRU,True,A_2,D_2,9hsv|1|A_2|D_2,908d806b821349e35b888282a41c43649aec3a6d2661f3d288ad14b19596ff7b,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hso}{1}{['A_2', 'C_2']}",9hso,1,2024-12-19,2.3,2,1,c6e0837fb0a+0PY,True,A_2,C_2,9hso|1|A_2|C_2,90fa05912dee9dcdfb03735d1f256e2f466f66243968a27a76bb892736e5cc57,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mly}{1}{['B_1', 'G_1']}",9mly,1,2024-12-19,2.33,4,1,219b8757b84+FE,True,B_1,G_1,9mly|1|B_1|G_1,91ac5d9b8922d7f663eb660d098156a000c7bdb6fdec86f55d18274593df1ebf,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l5u}{2}{['B_1', 'D_1']}",9l5u,2,2024-12-23,1.87,2,2,7e70f4388fc+d341862806f,True,B_1,D_1,9l5u|2|B_1|D_1,9218ac58ec861ce78bb63b978486783df812f2575c20bdeab3a809b9e2dc0278,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9moj}{1}{['A_1', 'D_1']}",9moj,1,2024-12-26,2.3,4,2,b823c2455d0+b5ad9a9419c,True,A_1,D_1,9moj|1|A_1|D_1,92537245e1f96963b609143b1f3f9c96f07f9beb7d82cdc9756ec9f6db809082,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9l3c}{1}{['A_1', 'B_1']}",9l3c,1,2024-12-18,2.23,2,2,44966d25721+44966d25721,True,A_1,B_1,9l3c|1|A_1|B_1,92c27a6cab70f7490ee1489ca34b48e419a581aa1a1ed9dd68aadb55a4519351,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mm1}{1}{['D_1', 'I_1']}",9mm1,1,2024-12-19,2.08,4,1,219b8757b84+HCA,True,D_1,I_1,9mm1|1|D_1|I_1,933ea2b21e9e64bef03111575c7cb5c05a5817cab865162ea39c0427ca8e4119,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mmi}{2}{['C_1', 'U_1']}",9mmi,2,2024-12-20,1.75,2,1,e36ae843c7b+MG,True,C_1,U_1,9mmi|2|C_1|U_1,93ffacc59503a5959ec906c5df9858260910e1647ebae58344bfb5e3c163a979,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsn}{1}{['A_2', 'B_2']}",9hsn,1,2024-12-19,2.09,2,1,c6e0837fb0a+BME,True,A_2,B_2,9hsn|1|A_2|B_2,9463fb5b11053c3e93ac19e8c0e53f9f6313ead00147a702e2d2183eb6c8185e,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mp5}{1}{['A_1', 'B_1']}",9mp5,1,2024-12-30,1.97,1,1,71855bdbc1b+NDG,True,A_1,B_1,9mp5|1|A_1|B_1,961e7dd68977a80c4b0a027b757b609fc3e79a6a664b72b0fcc6545a3901a815,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mp6}{1}{['A_1', 'G_1']}",9mp6,1,2024-12-30,2.22,1,1,71855bdbc1b+NA,True,A_1,G_1,9mp6|1|A_1|G_1,9658c6fb7398902c8ac89ea79e428bfb32923c72a8c94c0bc0011f456c0640f8,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mm1}{1}{['C_1', 'L_1']}",9mm1,1,2024-12-19,2.08,4,1,2274cb1776e+CLF,True,C_1,L_1,9mm1|1|C_1|L_1,96c931dc41087a74e8dea4d4423018c5a009d9fea0da0bef5d277002974c0ed7,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsz}{1}{['A_2', 'C_2']}",9hsz,1,2024-12-19,1.96,2,1,c6e0837fb0a+4AP,True,A_2,C_2,9hsz|1|A_2|C_2,979d82eb02a4b6afbd1c149d00a71398b8aa5829b4f3913cade8b73e54f1d114,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hsz}{1}{['A_1', 'C_1']}",9hsz,1,2024-12-19,1.96,2,1,c6e0837fb0a+4AP,True,A_1,C_1,9hsz|1|A_1|C_1,97b3b1e18d2c88c0d4f5ededd64a59407b3ec9bed65101a3182db0f9edadf034,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9hri}{1}{['A_1', 'A_2']}",9hri,1,2024-12-18,2.05,2,2,6d4f56e661f+6d4f56e661f,True,A_1,A_2,9hri|1|A_1|A_2,9819a232a113e7b3a0c049a94e647cc552b13f52de61f97eaf09d8e10572c265,,,requires_transform_preflight
"{['pdb', 'interfaces']}{9mm1}{1}{['B_1', 'C_1']}",9mm1,1,2024-12-19,2.08,4,2,219b8757b84+2274cb1776e,True,B_1,C_1,9mm1|1|B_1|C_1,98b2ce463689c401aa3d07eb4af6f74b091c6257a9b4b11bca92b90dcd1ca42a,,,requires_transform_preflight
